Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@SeyiRants,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Most poorest Nigerians..

Okay, y'all cups will soon be full and y'all ain't ready",2020-04-01 14:33:16,en,,1.0,0.0,@BashirAhmaad,Seyi Of Peace 🇳🇬,"Actor|| Film Maker|| Autoreg Client Representative|| Ranter

Nigeria is a scam! 

Business Handle: @autoregservices",21053.0,19610.0,2383.0,2365.0,2.0,False,,
@AbbaKiski,"@cenbank Instead of billionaires donating moneys to the FG, they could have given it to any top commercial bank and say ‘pay ₦10k to 100,000 Nigerians with less than ₦10k in their accounts’. You can’t trust donations to the government of General @MBuhari

#FreeLeahSharibu #RenosNuggets",2020-04-01 14:33:15,en,,0.0,0.0,@cenbank,ℍ𝔸𝕊𝕊𝔸ℕ 𝔸𝔹𝔹𝔸 𝕂𝕀𝕊𝕂𝕀 🇳🇬,Administrator | #Inspirator | Disaster Risk Manager | Environmental Biologist |Peace advocate| Activists | Humanitarian| |climate change Control| Views are mine,2761.0,4077.0,305.0,279.0,0.0,False,,
@SadaukiRukayyat,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct thank you for this but pls how would you share to all regions. Few individuals.will.loot the money. This is the reason the govt need to step up on technology.,2020-04-01 14:33:12,en,,0.0,0.0,@BashirAhmaad,Rukayyat sadauki 🇳🇬🇹🇷,FREELANCE JOURNALIST &ACTIVIST&POLYGLOT 📰✍️ ND:mass comm 📺📻BA:journalism 🗞BA:international relation.📡,679.0,411.0,118.0,1146.0,1.0,False,,
@brodah_kay,@fatok_11 @SympLySimi @MBuhari Haaaa tomorrow laun..laun..?,2020-04-01 14:33:12,en,,0.0,0.0,@fatok_11,Ola and 450 others,weirdo 🤡🤡,1383.0,7810.0,631.0,626.0,0.0,False,,
@michael15684173,"@BashirAhmaad Canadian govt: We'll pay your bills rents etc.
UK govt: We'll pay 80% of your salary.
Naija Govt: Stay inside and be washing ya hands very well. @MBuhari",2020-04-01 14:33:11,en,,0.0,0.0,@BashirAhmaad,oyebamiji Babatunde,computer engineer,142.0,8.0,1025.0,89.0,0.0,False,,
@NAIJAMUSICCITY,"Instead of billionaires donating moneys to the FG, they could have given it to any top commercial bank and say ‘pay ₦10k to 100,000 Nigerians with less than ₦10k in their accounts’. You can’t trust donations to the government of General 
@MBuhari #COVIDー19 #Covid_19",2020-04-01 14:33:08,en,,0.0,0.0,,#DailyNewsCover,"Visit Us 4Ur Latest Update About Music, Video, News, Sports, Gossips, Politics, Education, Tech. PR 2 @Iam_BobbyT Olobade Ent +2348026241811 bbmc:C001D6B4E",104589.0,703.0,1428.0,3647.0,32.0,False,,
@LionOwoblow,@SympLySimi @MBuhari @MBuhari give us our money.. @DStvNg don donate another huge amount of cash,2020-04-01 14:33:07,en,,0.0,0.0,@SympLySimi,COVID19,Undergraduate in kwara state university. Department of mass comm.. Nice to be with and cool to chat with.. Dream chase the plain is to buy Nigeria from slavery,87.0,36.0,133.0,22.0,0.0,False,,
@Mary84299693,@SympLySimi @MBuhari Please save a life.even if it is with a bucket of garri with salt.account number is 1231357602.access bank.account name is Afam Emmanuel,2020-04-01 14:33:05,en,,0.0,0.0,@SympLySimi,Mary,,217.0,9.0,13.0,2.0,0.0,False,,
@candybliss95,@SympLySimi @MBuhari Co -ask,2020-04-01 14:32:58,en,,2.0,0.0,@SympLySimi,April 💕,Civil Engineer👷 Spirit Filled 💕Basketball Player🏀 Benue Girl😍 I sell beautiful and durable beddings. DM open for business only dears!,16838.0,34006.0,7825.0,8313.0,2.0,False,,
@muhdkeber,"@renoomokri @MBuhari And what of those that have morethan 10k in their account..
Remember perhaps they have morethan that amount and it's not theirs...",2020-04-01 14:32:54,en,,0.0,0.0,@renoomokri,That Generous Servant🕋🕌,"ALLAH first🙏

Envirotech and renewable energy specialist👌

I rep November 23rd😎
🎒🏫🚸
FC Barcelona⚽

Be happy in front of ur envious...😛😛",5887.0,21670.0,6720.0,7840.0,0.0,False,,
@naiightt,@Onyema_Donald @GodwinKanu7 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Ode ... which State is the most affected? How many people have it in the north? Nigerian youths ehn una can never be the future cos most of you are as dumb as a rock.,2020-04-01 14:32:51,en,,0.0,0.0,@Onyema_Donald,nightmares 🔥,"video creator || Life is short, sample yo shit. #DontStopBelieving",13170.0,843.0,7220.0,7961.0,5.0,False,,
@UnilorinModel,"@renoomokri @MBuhari This makes sense to me, some of this commercial banks even donated to the FG.",2020-04-01 14:32:50,en,,0.0,0.0,@renoomokri,Dangling Posterior,I am Driven,2036.0,9805.0,971.0,386.0,0.0,False,,
@YhommyBest,"@SympLySimi @MBuhari Am really crying for being in this country. We are so poor in everything based on government. Ah, God, why am I in this country? Why am I in this prison-like country",2020-04-01 14:32:43,en,,0.0,0.0,@SympLySimi,Yhommy Best,,136.0,80.0,177.0,40.0,0.0,False,,
@holumidhy,@UrugbuamakaJ @SympLySimi @MBuhari Shay you know go send me address,2020-04-01 14:32:42,en,,0.0,0.0,@UrugbuamakaJ,Olumide temitope kehinde,"Work At Destiny Aluminium,A @ManUtd Fan.",871.0,74.0,1390.0,347.0,2.0,False,,
@GeorgiaRaz,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Somebody will run mad in this country Las las. How do you guys measure accountability this way?,2020-04-01 14:32:40,en,,3.0,0.0,@BashirAhmaad,George✌️,Twitter participant😒😒. Human being.,8291.0,3152.0,613.0,356.0,3.0,False,,
@AbbaKiski,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Instead of billionaires donating moneys to the FG, they could have given it to any top commercial bank and say ‘pay ₦10k to 100,000 Nigerians with less than ₦10k in their accounts’. You can’t trust donations to the government of General @MBuhari

#FreeLeahSharibu #RenosNuggets",2020-04-01 14:32:38,en,,1.0,0.0,@BashirAhmaad,ℍ𝔸𝕊𝕊𝔸ℕ 𝔸𝔹𝔹𝔸 𝕂𝕀𝕊𝕂𝕀 🇳🇬,Administrator | #Inspirator | Disaster Risk Manager | Environmental Biologist |Peace advocate| Activists | Humanitarian| |climate change Control| Views are mine,2761.0,4077.0,305.0,279.0,0.0,False,,
@sahabisani_,"@sani_atk @abdul4saeed @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Kai jama'ah, kaga larabawan asali",2020-04-01 14:32:31,in,,0.0,1.0,@sani_atk,Sahabi Sani,,2001.0,14256.0,189.0,138.0,0.0,False,,
@AcyDj,@kabirmukhtar91 @BashirAhmaad @MBuhari @FMHDSD Bastard,2020-04-01 14:32:27,en,,0.0,0.0,@kabirmukhtar91,MMBM...(money must be made),"Fresh
https://t.co/r4PIFZAmZr…",839.0,1900.0,887.0,340.0,0.0,False,,
@BinaNina6,@mayanaranks @SympLySimi @MBuhari What's ur headache,2020-04-01 14:32:27,en,,0.0,0.0,@mayanaranks,Chinny Nina,"INSPIRING AND LOVELY, passionate about cooking..... find her joy in reading and silence.",210.0,95.0,102.0,21.0,0.0,False,,
@obhiowu,"From six molecular lab that can test for covid19 in Africa, Nigeria alone have 7labs in less time.

I told someone lately that covid19 is a blessing in disguise that it has pointed out to @NigeriaGov where she has failed &amp; need to step up.
Let's repair our own!
@MBuhari @NCDCgov",2020-04-01 14:32:23,en,,0.0,0.0,,International Illiterate,I will say it as I saw it.,641.0,254.0,143.0,29.0,0.0,False,,
@JoshuaNnaji18,@Prinxcharles01 @Wahab_remi @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Thanks. I felt that 👍,2020-04-01 14:32:18,en,,0.0,0.0,@Prinxcharles01,Joshpowerson,just a good boy with lotta bad habits,436.0,704.0,167.0,59.0,0.0,False,,
@timehinn,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Thought it was 10k,2020-04-01 14:32:17,en,,0.0,0.0,@BashirAhmaad,Ademola Oguntimehin,,5478.0,2524.0,1613.0,560.0,6.0,False,,
@sesan_george,@SympLySimi @MBuhari Please sis I need money to survive Sesan George gtbank 0139000620,2020-04-01 14:32:15,en,,0.0,0.0,@SympLySimi,Sesan George,easy going,10.0,3.0,101.0,0.0,0.0,False,,
@idorenyin_h,@renoomokri @MBuhari Sunday i. Harrison ( 0691924571) Access bank.,2020-04-01 14:32:09,en,,0.0,0.0,@renoomokri,id blinks,,29.0,22.0,98.0,17.0,0.0,False,,
@042carfreak,@adiotunji1 @samue647 @BashirAhmaad @MBuhari @FMHDSD Asin eh!!!,2020-04-01 14:32:09,tl,,0.0,0.0,@adiotunji1,042CARFREAKS/LOVERS,"All Ye Car lovers, come around let's know about cars and love cars with me❤️ you can also buy and sell through us..... we deliver to anywhere in Enugu......",1023.0,294.0,720.0,478.0,1.0,False,,
@fatok_11,@brodah_kay @SympLySimi @MBuhari I wee baff tomorrow jorr😫😫😫,2020-04-01 14:32:07,en,,0.0,0.0,@brodah_kay,Oluwamuyiwa,God's Own!! | Engineering student @EkitiStateUniversity| iMake customized wristbands | NOV 30!! | 08136215763 | IG: _Fatok_11,136.0,5645.0,643.0,532.0,0.0,False,,
@9jamuncher,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct The SE , SS and SW will not be eligible for this funds because we know that they don't qualify under this nepotist government of Buhari",2020-04-01 14:32:03,en,,7.0,0.0,@BashirAhmaad,The Gbadamosi Voice,"Join our whatasapp group and let's tell you the Truth beneath the Truth of Lagos State. 
The corruption and hypocrisy is now oozing out. Follow @BOGbadamosi",3178.0,5575.0,880.0,802.0,4.0,False,,
@Megclem20,@SympLySimi @MBuhari In my next life..if I hear Nigeria in my mother's womb..I will use intestine to strangle myself..this country is a mess..,2020-04-01 14:31:58,en,,0.0,0.0,@SympLySimi,Megclem,keep d circle ..small..no one truly cares,28.0,42.0,22.0,11.0,0.0,False,,
@Simeon15119904,@SympLySimi @MBuhari Tell dem my sister,2020-04-01 14:31:54,en,,0.0,0.0,@SympLySimi,Simeon,love,36.0,5.0,86.0,2.0,0.0,False,,
@slime_ddee,"@ayilo_j @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Send plus house address, I dey do bag of rice giveaway",2020-04-01 14:31:48,en,NG,0.0,0.0,@ayilo_j,richeddee,iuse ✌️,8294.0,12665.0,1038.0,1045.0,1.0,False,,
@KaraDan81977457,@SympLySimi @MBuhari Ur own better u get generators @SympLySimi,2020-04-01 14:31:48,en,,0.0,0.0,@SympLySimi,Kara samuel,on God,8.0,13.0,12.0,2.0,0.0,False,,
@iam_emmyquan,@SympLySimi @MBuhari Simi do give away nau 🥺,2020-04-01 14:31:46,en,,0.0,0.0,@SympLySimi,MIDDLE CHILD 👳‍♂.,"I'M dead iN the middle of two Generations, I'm little bro and Big bro all at once.. 👑   ♊",940.0,941.0,343.0,134.0,0.0,False,,
@Omolarborn19,@SympLySimi @MBuhari And dey wan ban generator upon this kind issue...... Stupid government,2020-04-01 14:31:44,en,,0.0,0.0,@SympLySimi,Abdulwasiu Omolabi......,,100.0,5.0,310.0,37.0,0.0,False,,
@Firsthus_01,@BashirAhmaad @MBuhari @FMHDSD 21st century and we still like this. When are we going forward biko,2020-04-01 14:31:43,en,,0.0,0.0,@BashirAhmaad,Royalty,"I am lover of God,  I am a photographer and we inscribe it to the heart, And note, don't study me cus u can never 🎓...",6739.0,10485.0,367.0,241.0,1.0,False,,
@Raymond66929420,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Nonsense!!!
Arrant Nonsense!!!",2020-04-01 14:31:41,fr,,0.0,0.0,@BashirAhmaad,uncle Ray is hawt!💞,,1420.0,1131.0,1782.0,175.0,0.0,False,,
@Briankollynx,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct There isNo better way to steal money than these.,2020-04-01 14:31:40,en,,0.0,0.0,@BashirAhmaad,#Eagle_wins,"An Engineer, An Entrepreneur and a Progressive. 

Let's make this World a better place.",4986.0,46784.0,411.0,678.0,0.0,False,,
@Engr_Bulakos,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct When will the relief materials and cash disbursement reach other states of the federation?,2020-04-01 14:31:39,en,,0.0,0.0,@BashirAhmaad,Engr. Abdullahi Bulakos,Civil Engineer || Ability to work effectively || Self motivated and target – oriented || CEO. Bl-Clan Dynamic Ltd,1448.0,2540.0,315.0,87.0,1.0,False,,
@AdenolaOlamile4,"@SympLySimi @MBuhari I called you, your phone is switched off",2020-04-01 14:31:34,en,,0.0,0.0,@SympLySimi,Adenola Olamileka,"a guy with pure hearth, that why they call me purity",67.0,232.0,230.0,7.0,0.0,False,,
@OludamolaOkune1,@SympLySimi @MBuhari Light dey their own house so they don't care😭,2020-04-01 14:31:33,en,,0.0,0.0,@SympLySimi,ÒMÓ CIVIL SERVANT🇳🇬,"Akokite|Educationist|Content creator|Manchester United

https://t.co/i4SCtdGfxz",929.0,2138.0,854.0,807.0,0.0,False,,
@ifloxzy,@283e050d92e1451 @SympLySimi @MBuhari Getaaat! 😔,2020-04-01 14:31:31,en,,1.0,0.0,@283e050d92e1451,True Love🥰,"Music creative |Graphic designer | IG @ifloxzy 
Taurus | Hopeless romantic | Shy sometimes | Security enthusiast| Human💞. 
view 👇🏽+ subscribe 🙏🏽",12958.0,10610.0,5414.0,4976.0,7.0,False,,
@Ayo___bami,@SympLySimi @MBuhari When can I come to your house abeg... Atleast I would see small food to carry back to my house,2020-04-01 14:31:30,en,,0.0,0.0,@SympLySimi,Scarface🙈,#MUFC / CHILD OF GRACE 💫💫💫,25545.0,4975.0,519.0,615.0,7.0,False,,
@ImLegendl,@SympLySimi @MBuhari You mean the light they are going to increase the bill today,2020-04-01 14:31:26,en,,0.0,0.0,@SympLySimi,L£G£ND,The journey of a thousand miles start with a step,1089.0,4541.0,1590.0,514.0,1.0,False,,
@SusanHenshaw50,"@DrOlusesan @IkejaElectric @MBuhari This is unacceptable. Nobody should be cutting of anyone, evicting anyone or harassing anyone for anything. Not now please.",2020-04-01 14:31:23,en,,0.0,0.0,@DrOlusesan,Susan,"Nigerian American. Lawyer, non profit professional. Social and political advocate and educator. Liberal democrat.",167734.0,103360.0,468.0,20138.0,55.0,False,,
@bunmidbee,@renoomokri @MBuhari Swears u are very right sir,2020-04-01 14:31:21,en,,0.0,0.0,@renoomokri,ArewaRose,Happiness is free choose wisely,342.0,89.0,164.0,181.0,0.0,False,,
@hype_nino,@SympLySimi @MBuhari https://t.co/cyT4LMQzu1,2020-04-01 14:31:21,und,,0.0,0.0,@SympLySimi,Golden Hype Nino,God's Time is the best🙏 I Am a Multiple Talented Person who Loves Social media platforms❤  Watch my Videos on my YouTube channel and don't forget to hit the su,258.0,6198.0,5002.0,4457.0,2.0,False,,
@OyinbolajiAjet,"Please Twitter Famz, who is on Nigeria Social Register by @FMHDSD??
#SocialRegister
#COVIDー19

© @NGRPresident 
@MBuhari 
@BashirAhmaad 
@Sadiya_farouq 
@FMHDSD 
@NigeriaGov 
@GarShehu 
@FemAdesina",2020-04-01 14:31:20,en,,0.0,0.0,,AJETUNMOBI Oyinbolaji A.,Nutritionist | Community Development Manager @ProdigyNationNG | SDGs Advocate | Project & Facility Manager | Digital Marketer | Social Strategist #ZeroHungerNG,10840.0,2014.0,1706.0,781.0,12.0,False,,
@loudest_ovation,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct It seems this is targeting a particular section of d society....coz what am seeing here is those on hijab.....I might be wrong though..... If we must do this then we must be honest about it &amp; not turn it to ethnic, religious &amp; political settlement or patronage",2020-04-01 14:31:16,en,,0.0,0.0,@BashirAhmaad,🇳🇬,"Father,Social Critic & Proud Nigerian & badd ass Punter.....",28041.0,16979.0,2075.0,1485.0,4.0,False,,
@VictoriaThrice,@renoomokri @MBuhari Even Banks go Japa d money....,2020-04-01 14:31:14,en,,0.0,0.0,@renoomokri,Victoria Thrice,"Am a very determine n focus person n above all,am swit...💋💋💋",139.0,1307.0,484.0,133.0,0.0,False,,
@kingspete090,@MBuhari https://t.co/00Y39TE4FV,2020-04-01 14:31:10,und,NG,1.0,0.0,@MBuhari,Kingspete,It feels good to be alive,200.0,8303.0,373.0,40.0,0.0,False,,
@stoneGad111,@SympLySimi @MBuhari @stoneGad111,2020-04-01 14:31:09,und,,0.0,0.0,@SympLySimi,⚡ANLOGA JUNCTION🇬🇭💯,"Follow Gains💔💯🙏

IG:iamkelly991
leggo",2172.0,4707.0,2853.0,1766.0,0.0,False,,
@283e050d92e1451,@ifloxzy @SympLySimi @MBuhari Wait government go share audio generator soon just the way them Dy share audio money😜,2020-04-01 14:31:08,en,,0.0,0.0,@ifloxzy,Asu-N,Eyez on God,314.0,2580.0,331.0,115.0,0.0,False,,
@RemmyOsinubi,@NGRPresident @MBuhari But average Nigerians cannot afford water or electricity to pump water from their well. Hand sanitizer gel is un-affordable to majority of Nigerians. What do they do to eliminate #Covid-19?,2020-04-01 14:31:08,en,,0.0,0.0,@NGRPresident,Peter Osinubi,News World News Politics US News Soccer Sports,26.0,1.0,35.0,5.0,1.0,False,,
@iambelrah,"@PussySurgeon @MBuhari @ProfOsinbajo Why nah, but i am communicating, since they don't understand plain English 😂 let's put it in code for them",2020-04-01 14:31:06,en,,0.0,0.0,@PussySurgeon,mercy,"a social enthusiast, web Dev learner, valuer, an intellect, born leader, knowledge seeker & God believer.

i want to help humanity & fulfil Gods purpose for me.",754.0,1801.0,165.0,102.0,0.0,False,,
@doyinoshin,Bunch of irresponsible imbeciles! Disbursing by carrying cash all over the place?...what standard was used? Any public awareness before this? What is the time lag for this? @NGRPresident @MBuhari @Imamofpeace @henryshield @realFFK https://t.co/SAPGPxuApe,2020-04-01 14:31:00,en,,0.0,0.0,,Doyin Joseph,"child of God, medical doctor, business person, social equity and justice lover, political/national development enthusiast...",17510.0,10867.0,530.0,368.0,1.0,False,,
@blaqRush,@SympLySimi @MBuhari For the past four days av not seen a blink... Shebi de av increased tarrif for what I didn't use.. This country is dead.,2020-04-01 14:30:59,en,NG,0.0,0.0,@SympLySimi,Ichie Spicy 🎭,"Civil Engineer & CEO Xan enterprise

Trouble maker
Anti @APCNigeria & @officialEFCC 

@bet9jaOfficial tormentor

@ManUtd Lover

Staunch anti @MBuhari
God Lover",9252.0,2387.0,6409.0,6520.0,6.0,False,,
@NoblityofJustiz,"Why is it not Aisha from Kastina?
But herdsmen are raping Vera's grandma in their farm in Delta state and the government she wants to support is doing nothing @MBuhari what an irony? https://t.co/mCgOiWdoWW",2020-04-01 14:30:54,en,,0.0,0.0,,Nobility Of Justice,,4733.0,5747.0,837.0,331.0,0.0,False,,
@innobars,NIGERIANS Cry Out. @FMHDSD @FMICNigeria @Fmohnigeria @FMoCDENigeria @MobilePunch @BashirAhmaad @SPNigeria @nassnigeria @FinMinNigeria @WHONigeria @WHO @RoyalFamily @MBuhari @NGRPresident @POTUS @GarShehu @realFFK https://t.co/ttkIfEikc8,2020-04-01 14:30:54,en,,0.0,1.0,,ICE,"President APACMA and African Peace And Conflict Management Foundation (APACMF), Peace and Conflict Manager, Africa Conflict Expect, Journalist.",829.0,253.0,1651.0,248.0,0.0,False,,
@mayanaranks,@SympLySimi @MBuhari This  sister  na light you no fit cupple later you go de abuse. Marlians ordinary English. Light. Celebrity for that matter,2020-04-01 14:30:53,en,,0.0,0.0,@SympLySimi,Mayanaranks,All after money 💰,2.0,1.0,42.0,0.0,0.0,False,,
@_Jayno_,@SympLySimi @MBuhari You really think he uses Twitter ?,2020-04-01 14:30:47,en,,1.0,0.0,@SympLySimi,thejaybird,I stay militant!,12677.0,17196.0,513.0,496.0,0.0,False,,
@IfiokAkpan8,@renoomokri @MBuhari This is my thought,2020-04-01 14:30:45,en,,0.0,0.0,@renoomokri,Ifiok Akpan,"Mechanical Engineer, Linde Electric forklift specialist, an entrepreneur",1005.0,1146.0,278.0,170.0,1.0,False,,
@BarryInvextor,"@SympLySimi @MBuhari Government must not do all, you artists or capable individuals should invest in your country and make it a better place.",2020-04-01 14:30:43,en,,1.0,0.0,@SympLySimi,Invextor Barry,"If you get Tired, 
Learn to Rest,✨
NOT QUIT😍",20.0,74.0,41.0,1.0,0.0,False,,
@NugaNuel,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This is not transfer...,2020-04-01 14:30:42,en,,0.0,0.0,@BashirAhmaad,NUELS PETS,I'M ALWAYS AVAILABLE TO EVERYONE |BARÇA FAN💯| DOG LOVER🐶|,3339.0,12172.0,2200.0,1619.0,0.0,False,,
@adebayopeterO2,@sammy_wiz1 @P7pelumi @shawttynatt @chuksmarcello @jahsaint1 @capt_pashenko @Jetionz @MBuhari @__Mbah @DamilolaLizz @theomarsterling Later,2020-04-01 14:30:38,en,,3.0,0.0,@sammy_wiz1,Peter O Adebayo,"Health as a state of complete wellness-physically, mentally and spiritually. CAMH Specialist | Mental health Advocate | Researcher | ManU Fan.",5920.0,91926.0,571.0,1349.0,1.0,False,,
@yusufmubarakkun,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Hausa people 😂😂😂,2020-04-01 14:30:36,en,,0.0,0.0,@BashirAhmaad,ENGR KUNLE🌏,"IG. official_engr_ kunle
Mechanical Engineer
yusufkunle7@gmail.com",3573.0,14072.0,1814.0,895.0,1.0,False,,
@king_davidtee,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct My people come and see,2020-04-01 14:30:36,en,,0.0,0.0,@BashirAhmaad,Kingdavidtee♔,"Video/Audio journalist™

Camera+Light+Sound 

🎓City Varsity™
Choose a job you love and you will never have to work a day in your life",8830.0,23272.0,650.0,304.0,0.0,False,,
@sannijamiu19,"@SympLySimi @MBuhari Our govt no get sense at all
      Selfish interest",2020-04-01 14:30:35,en,,0.0,0.0,@SympLySimi,sanni jamiu,,96.0,154.0,409.0,12.0,0.0,False,,
@Horndaskoure,"Instead of billionaires donating moneys to the FG, they could have given it to any top commercial bank and say ‘pay ₦10k to 100,000 Nigerians with less than ₦10k in their accounts’. You can’t trust donations to the government of General 
@MBuhari #COVID19",2020-04-01 14:30:34,en,,0.0,0.0,,Iam_Horndaskoure,iPRO @Iam_BobbyT @StreetsCItizen iC.E.O Horndaskoure Web-Concept iOWN https://t.co/Ljsha4P58g #TeanNaijaMusicCity #SCGang +2348026241811 BBC:C001D6B4E,69988.0,891.0,2223.0,1936.0,15.0,False,,
@jeni_nilere,@renoomokri @MBuhari Exactly sir https://t.co/G0pQ6ckEMd,2020-04-01 14:30:31,en,,0.0,0.0,@renoomokri,jeni,"Reserved

You've got 60mins to follow back or i unfollow😏",38.0,19.0,62.0,24.0,0.0,False,,
@Olajide71537926,@daily_trust @MBuhari Abeg make e reach ondo state ooo😎😎,2020-04-01 14:30:30,en,,0.0,0.0,@daily_trust,Phenomenal Jic,I'm a student and a researcher,89.0,42.0,117.0,6.0,0.0,False,,
@excelafagha,"I did my NYSC in a tiny village where I taught biology for a year, I think the perfect description of that place should be “Hamlet”. It’s called Abah—Unor in Delta State. Will @MBuhari corona aid get to those poor forgotten people? #COVIDー19",2020-04-01 14:30:29,en,,1.0,0.0,,afagha emmanuel,"I find intelligence fascinating. Global Health enthusiast, cervical cancer awareness advocate. #NoToToxicMasculinity #NoToToxicFeminity",8271.0,23256.0,888.0,656.0,15.0,False,,
@UrugbuamakaJ,@holumidhy @SympLySimi @MBuhari Okay nice one oya come nah,2020-04-01 14:30:26,en,,1.0,1.0,@holumidhy,Urugbuamaka Jay,"Marketer, Computer Engineer, Cook, Musician, IT Specialist, Consultant etc",584.0,21063.0,4297.0,3963.0,0.0,False,,
@brodah_kay,@fatok_11 @SympLySimi @MBuhari Favour go and baff before I open my eye,2020-04-01 14:30:19,en,,2.0,0.0,@fatok_11,Ola and 450 others,weirdo 🤡🤡,1383.0,7810.0,631.0,626.0,0.0,False,,
@teaseryoh1,@BashirAhmaad @MBuhari @FMHDSD But they ordered everyone to sit at home chai see scam.this govt na serious scam...smh,2020-04-01 14:30:13,en,,0.0,0.0,@BashirAhmaad,moses obio,"Love God,like politics,an industrial chemist.",4092.0,2481.0,1022.0,252.0,2.0,False,,
@SorbariC,@Godswill_kori @SympLySimi @MBuhari Your own show oh,2020-04-01 14:30:12,en,,1.0,0.0,@Godswill_kori,the beast,"social influencer/songwriter/rapper/drummer/football fan/
click here to download my new tune....https://t.co/HaZV2n0lSl",199.0,85.0,158.0,8.0,0.0,False,,
@Anthony92759521,@SympLySimi @MBuhari ABI oooo... 😭😭😭😭. You won't give us stimulus and light and you want us to sit at home. Buh wait oo all those bank giving FG money can't they transfer it to their customers ni. 🤷🤷🤷 🏃🏃🏃,2020-04-01 14:30:10,en,,0.0,0.0,@SympLySimi,Anthonyms,Am made Special 👌👌👌👌 Unique In all Ratification💯💯👊👌,28.0,167.0,270.0,5.0,0.0,False,,
@fatherA69604489,"@SympLySimi @MBuhari Everything in Nigeria na beg, that is why some are even begging you for money and you refused too",2020-04-01 14:30:00,en,,0.0,0.0,@SympLySimi,@father Abraham,I am a hustler who is trying to make a living,321.0,594.0,210.0,32.0,0.0,False,,
@Deborah81720402,@SympLySimi @MBuhari Na now NEPA dey bring my light 🤗🤗🤗. But I can share😚😚,2020-04-01 14:30:00,en,,0.0,0.0,@SympLySimi,Debbie Josh,"I love my body😍
I love my skin 😘
I am a goddesses 😊
I am a queen 👸",81.0,136.0,40.0,17.0,0.0,False,,
@alittle_naughty,@SympLySimi @MBuhari Don't bother tagging him. he  can't even handle a phone talk more of twitter😪,2020-04-01 14:29:52,en,,0.0,0.0,@SympLySimi,little_miss_naughty😜😜,"Oouite.
Don't take my tweets personally💥💥.
Yes!!! i shoot shots but I'll never aim at you😅.  Are we cool?💕💕",518.0,1318.0,268.0,282.0,0.0,False,,
@nanyachibor,"@giwa_abdulazeez @TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct He said on twitter....no bi everyone on twitter get moni some are using share data,some are students at home now",2020-04-01 14:29:51,en,,2.0,0.0,@giwa_abdulazeez,NaNyA💛🌸,"A realist, Sociologist,love life and humanity.ladyprenuer, I make wig and     sell the best oil perfume.
Life is like a🎲",6557.0,3190.0,191.0,246.0,0.0,False,,
@DrOkafor1,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct There's nothing I will not see I this corrupt country. Carrying cash around when you forced people to stay at home. How do we enforce accountability?  
@OfficialAPCNg na wash abeg",2020-04-01 14:29:51,en,,0.0,0.0,@BashirAhmaad,Okafor.MD,"MEDICINE, POLITICS, CRITIC, ANTI NEPOTISM. BELIEVER OF A WORKING NIGERIA",12057.0,11221.0,837.0,340.0,0.0,False,,
@bussygal88,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct isn't this risky we all are trying to combat the pandemic on ground now this plsssssss let's do the right thing plssssss,2020-04-01 14:29:50,en,,0.0,0.0,@BashirAhmaad,busola ogunmakinwa,no one can stop me,735.0,129.0,131.0,92.0,0.0,False,,
@NewKings12,"@stevenEmmanuel7 @akoro_mark @renoomokri @MBuhari One slave spotted, you think everyone is a scammer like you, stevenEmmanuel7 using a female pix... unidentified slave..",2020-04-01 14:29:46,en,,0.0,0.0,@stevenEmmanuel7,j.u.n.g.l.e.V.I.P.🥂🍾🍻🍺,real Madrid fan ❤️,922.0,1196.0,96.0,99.0,0.0,False,,
