pos,neg,neu,compound,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
0.0,0.0,1.0,0.0,@UfuomaStephenie,"@MBuhari 
@aishambuhari 
@nigerian_office 
@BashirAhmaad 
@ProfOsinbajo 
 
Use BVN to send D Money
Use BVN to send D Money 
Use BVN to send D Money 
Use BVN to send D Money
Use BVN to send D Money 
Use BVN to send D Money 
Use BVN to send D Money 
Use BVN to send D Money https://t.co/f42uYMUCPK",2020-04-01 23:40:57,en,,1.0,2.0,@MBuhari,That -Urhobo- Woman,"Fashion designer//Entrepreneur. (https://t.co/05Obmar9cV Biology) Political Anaylist//Social activists//seamstress
Actress/model//Stylist/",4232.0,11228.0,1940.0,1384.0,0.0,False,,
0.0,0.0,1.0,0.0,@sabiuolayinka,@abdullahgz440 @Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct *Rare,2020-04-01 23:40:51,en,,1.0,0.0,@abdullahgz440,Sabiu Olayinka,"An ordinary guy with an extraordinary amount of determination.
#ChelseaFC",424.0,874.0,842.0,514.0,1.0,False,,
0.0,0.0,1.0,0.0,@Eeebroh,@MBuhari he’s talking to you Sir https://t.co/QuYZRCdCXK,2020-04-01 23:40:28,en,,0.0,0.0,@MBuhari,Survivor,“....waman yattaqillah yaj’allahu makhraja wayarzuku min haythu la yahtasib...” 😄 🙏🏾👏   #Engineering #Science #Technology,17082.0,889.0,570.0,728.0,0.0,False,,
0.08,0.084,0.836,-0.0258,@Naijalitz,"General @MBuhari 
 planned to spend ₦100 billion on Cattle Colonies. 

Yet, this same General Buhari provided ₦15 billion for fighting #CoronaVirus. 

Does Buhari value cows over humans?",2020-04-01 23:40:18,en,,0.0,0.0,,Naijalitz,"Naija No 1 Music Portal™
For Your Music & Video Promo | Advert Placement | Mixtape And Celebrity Gist
Contact Us On 
Info@naijalitz.com
Whatsapp@ +2348103660044",2479.0,5522.0,1453.0,806.0,0.0,False,,
0.185,0.0,0.815,0.3612,@bashir_sidi,@js_tut We need something like Spring Boot Camp @MBuhari @DrIsaPantami @js_tut @BashirAhmaad,2020-04-01 23:40:11,en,,0.0,0.0,@js_tut,Bashir Sidi,,128.0,1830.0,152.0,130.0,0.0,False,,
0.0,0.0,1.0,0.0,@Abubaka06933309,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Masha Allah 🙏🏼,2020-04-01 23:40:04,in,,0.0,0.0,@BashirAhmaad,Abubakar Sani,proudly a Muslim 🙏Allah first💯FAM!over everything 👌,143.0,343.0,1255.0,59.0,0.0,False,,
0.0,0.393,0.607,-0.5972,@TahirSuleimanM1,@Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Dumbest!!,2020-04-01 23:40:01,en,,0.0,0.0,@Tee_Classiquem1,Political Thinker 🔴,Social and political Critique.,3661.0,2081.0,842.0,453.0,1.0,False,,
0.098,0.0,0.902,0.0772,@kelyplatosam01,"@renoomokri @MBuhari Account number 6552201615 
Account Name Nwachukwu Samuel Chinedu 
Bank fidelity Bank",2020-04-01 23:39:43,en,,0.0,0.0,@renoomokri,Nwachukwu samule chinedu,A meteoric thinker...™  Addicted to empiricism...®  Billionaire Aspiration.....💰 Lover of all responsive elites.... Poetry and computer expert...🌏 D Platonist,309.0,452.0,928.0,342.0,0.0,False,,
0.119,0.087,0.794,0.1872,@Arantiok,"@renoomokri @MBuhari I have been dropping my account details for the past three days now. Nothing don show. Please help, Rabbi.",2020-04-01 23:39:39,en,NG,0.0,0.0,@renoomokri,Arantiok,Legal Practitioner/ Activist,1158.0,1054.0,786.0,231.0,2.0,False,,
0.104,0.0,0.896,0.4404,@Akunwambada,@kennyoamusan @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari He is an educated scholar of high standard. He should have known better. History always find ways to repeat itself.,2020-04-01 23:39:20,en,,1.0,0.0,@kennyoamusan,Mr Frank,,6.0,18.0,11.0,0.0,0.0,False,,
0.214,0.0,0.786,0.4588,@iamObadoni,"@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Nigeria my country, corruption sweet sha",2020-04-01 23:39:19,en,,0.0,0.0,@jaznasnbc,#iamObadoni,"#iamObadoni #Hdeepicture
Expressing Life in Colours,Images and Graphics. Love what life hands over to you,it doesn't come with manual,so get busy expressing it.",224.0,264.0,46.0,32.0,0.0,False,,
0.0,0.128,0.872,-0.6588,@oshionjoe,"See what @MBuhari brought the military to do to people in the name of stay home order! This is worst than #covid19

Cc: @segalink @DokunOjomo @HAHayatu @HQNigerianArmy @NhrcTweets @UN @AmnestyNigeria https://t.co/8B7IG2aqDK",2020-04-01 23:39:07,en,,1.0,0.0,,@oshionjoe,Life is a long journey between Human being and Being Human,383.0,184.0,437.0,39.0,0.0,False,,
0.0,0.0,1.0,0.0,@IrorobejeH,@NGRPresident @nigerianports @MBuhari Get to work....This is not time to be artistic and snapping pictures upandan,2020-04-01 23:38:54,en,,0.0,0.0,@NGRPresident,Irorobeje M.,Living a life of happiness without being at the toes of others. When you don't mention the truth don't mention me,114.0,78.0,76.0,5.0,0.0,False,,
0.084,0.159,0.757,-0.4404,@BBourlah,"@BashirAhmaad @MBuhari @FMHDSD Wen d buhari era finished, I know you will travel abroad first. Enjoy it while it last.
Even the #censusboard lies every time with their counts. Ua a blatant and tenacious liar.",2020-04-01 23:38:28,en,,0.0,0.0,@BashirAhmaad,Buruji BourlaH®,"A young Politician, Town planner, Surveyor into Architectural Designs. A Sharwama Guru. LAUTECH Alumni (Liberal movement). @ChelseaFc @FcBarcelona",7597.0,14249.0,5000.0,660.0,0.0,False,,
0.44,0.0,0.56,0.8633,@bashir_sidi,@js_tut He is very KIND and SIMPLE @js_tut  Nidai i love my president @MBuhari,2020-04-01 23:38:21,en,,0.0,0.0,@js_tut,Bashir Sidi,,128.0,1830.0,152.0,130.0,0.0,False,,
0.0,0.0,1.0,0.0,@ameenparees,"@Donhot2 @elrufai @GovKaduna @MBuhari @NGRPresident @BashirAhmaad @Aasajoh @M_Serlees @Safreenarrhh @abdulmajidiya @Ladyposhhhhh @Fatymukaila @__bilqeesa @Autan_Babanta @Zeeenarhg 😂😂😂😂
See who is talking 
@mr_motion01 ka fada masa ba’a so sirri na budewa fa 🤣🤣",2020-04-01 23:37:56,tl,,0.0,0.0,@Donhot2,THE LEARNER,🔴⚪️ #AFC ⚽... 👑 AL,31003.0,26768.0,3393.0,3365.0,2.0,False,,
0.412,0.0,0.588,0.4215,@SkillsHenry,@renoomokri @MBuhari Nice of you,2020-04-01 23:37:43,en,,0.0,0.0,@renoomokri,Henry Skills,Passionate,33.0,3.0,54.0,8.0,0.0,False,,
0.0,0.0,1.0,0.0,@DaudaDanladino,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What is/are the #QUALIFICATIONS_and_Or_CRITERIAS to be #RECRUITED as the #MOST_POOR_AND_VULNERABLE?,2020-04-01 23:37:42,en,,0.0,0.0,@BashirAhmaad,Danladino Dauda,"A pLaNnEr, StRaTeGiSt n a pRoJeCt manager",568.0,84.0,347.0,169.0,1.0,False,,
0.171,0.0,0.829,0.4767,@Akunwambada,"@winwindebest @FASTnFIERCE @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari For this tweet,
You have got my respect sir.",2020-04-01 23:37:35,en,,0.0,0.0,@winwindebest,Mr Frank,,6.0,18.0,11.0,0.0,0.0,False,,
0.0,0.0,1.0,0.0,@Ajatz02,"This is something Federal Government should look into

 @MBuhari @ProfOsinbajo @fajabia @BashirAhmaad @toluogunlesi https://t.co/CC6vtFMWmF",2020-04-01 23:37:30,en,,0.0,1.0,,God's Own 🇳🇬,"wanted to be the first black president in the US but Obama ruined that.

◇SAY NO TO DRUG ABUSE◇        ◇iPROMOTE◇",85320.0,65058.0,28610.0,32501.0,29.0,False,,
0.0,0.136,0.864,-0.296,@Arantiok,@renoomokri @MBuhari We need to restock for family and dependants under our roof. No money,2020-04-01 23:37:30,en,NG,0.0,0.0,@Arantiok,Arantiok,Legal Practitioner/ Activist,1158.0,1054.0,786.0,231.0,2.0,False,,
0.0,0.225,0.775,-0.4404,@JozzySkookum,@renoomokri @Emm_Alete @NGRPresident @GarShehu @GEJonathan @MBuhari This was too harsh sir.,2020-04-01 23:37:29,en,,0.0,0.0,@renoomokri,Adonis guy,"Am a passionate and enthusiastic entrepreneur. I buy and sell electronic currency. Am also a veteran professional graphics designer. 
📱 : 080731875467
Shalom!!",45.0,124.0,278.0,32.0,0.0,False,,
0.0,0.0,1.0,0.0,@PiusBlazzy,@Donald54123205 @vizackk_arinze @s_kay35 @Raidgan @MBuhari Arinze why you tag Buhari?,2020-04-01 23:37:25,tl,,0.0,0.0,@Donald54123205,Jesse Blazzy,Dan Taraba,15.0,407.0,170.0,68.0,0.0,False,,
0.172,0.085,0.743,0.5859,@Naijalitz,"Dear President @MBuhari  Pls provide an economic relief package for Nigerians, even if it's 50K each, it will go a long way. People are hungry, lock down with no money, begging left, right and center. With the situation like this, it'll be difficult to keep people at home.""",2020-04-01 23:37:25,en,,0.0,0.0,,Naijalitz,"Naija No 1 Music Portal™
For Your Music & Video Promo | Advert Placement | Mixtape And Celebrity Gist
Contact Us On 
Info@naijalitz.com
Whatsapp@ +2348103660044",2479.0,5522.0,1453.0,806.0,0.0,False,,
0.0,0.0,1.0,0.0,@Vogue_Nationz,@renoomokri @MBuhari 2209426184 Zenith. May we not starve..amen.,2020-04-01 23:36:58,en,,0.0,0.0,@renoomokri,Templa Reich,Arsenal fan.. i stan alone.🦁 I am a king. 🎅💭 whisperer. God's favourite.,478.0,6156.0,1465.0,1415.0,0.0,False,,
0.0,0.184,0.816,-0.7906,@Eghsman,"This is cash that is being paid to the poorest nigerians by the @MBuhari govt, laudable if u ask me but the question is how do we know who the poorest nigerians are? https://t.co/vjw2R6lyQb",2020-04-01 23:36:51,en,,0.0,0.0,,Eghie,"I like life and if you like football, entertainment and politics then I like you.",1010.0,710.0,483.0,195.0,7.0,False,,
0.0,0.211,0.789,-0.7096,@Arantiok,"@renoomokri @MBuhari What's is the criteria of one being poor? 
Some of us have running business in Lagos. This lockdown have made us broke",2020-04-01 23:36:37,en,NG,0.0,0.0,@renoomokri,Arantiok,Legal Practitioner/ Activist,1158.0,1054.0,786.0,231.0,2.0,False,,
0.091,0.0,0.909,0.0772,@Francis76897107,@ElvisChinedu12 @MaziNnamdiKanu @MBuhari Bro I have you number I will send hi to you on WhatsApp,2020-04-01 23:36:00,en,,0.0,0.0,@ElvisChinedu12,Francisco,,2015.0,4139.0,113.0,39.0,0.0,False,,
0.268,0.0,0.732,0.6597,@1_Firstlaideete,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct sniffles iya ma je wa ni ilu yi o,2020-04-01 23:35:26,in,,0.0,0.0,@BashirAhmaad,"i'll not meet you in court,meet me at the bus stop","people either think i'm a wild coyote (haq) or a sweet, innocent hamster (haq) and while i can be both of those animals, really, i'm a panther guys 😟",149128.0,36141.0,4359.0,4379.0,59.0,False,,
0.0,0.0,1.0,0.0,@iam_biosam,@SympLySimi @MBuhari Probably bcos @MBuhari is also begging for his life.,2020-04-01 23:35:09,en,,0.0,0.0,@SympLySimi,🔥 🐉LeVraiBahdGuy,"FB: OS QUIERO CON LOCURA
IG: LEVRAIBAHDGUY
Content Creator
FOREX TRADER
PEACE PREACHER
Melophile",3192.0,3621.0,277.0,168.0,2.0,False,,
0.257,0.0,0.743,0.6369,@leonardfrake,@amarachievarist @renoomokri @MBuhari Done.. following. UBA 2050049316. Your help would really go along way. Thank you. https://t.co/Nz0ZOF6Bmb,2020-04-01 23:34:54,en,,0.0,0.0,@amarachievarist,Leonard Frake™,"Just a simple guy.
A Gentleman.",5751.0,4152.0,1548.0,1583.0,0.0,False,,
0.0,0.241,0.759,-0.5423,@alhassan_faruq,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Poorest everywhere not just in abuja kwali,2020-04-01 23:34:35,en,,0.0,0.0,@BashirAhmaad,UMAR FARUK ALHASSAN,"muslim,hausa,computer scientist.",21839.0,3949.0,445.0,1111.0,4.0,False,,
0.121,0.0,0.879,0.296,@Franklinoh,"@NGRPresident @MBuhari Make una share money give all Nigerians, una dey here dey talk rubbish mtchwww 🙄🙄🙄",2020-04-01 23:34:32,en,,0.0,0.0,@NGRPresident,Franklin,"BSc (Chemistry).HSE Professional, Believer of God, ARSENAL Die Hard!!! ❤",2585.0,14841.0,1068.0,531.0,0.0,False,,
0.0,0.101,0.899,-0.5574,@IZdanlami,"@MBuhari Woman Jumps Into Osun River Over Hunger Caused By Lockdown (Photos)
Residents around Ogo-Oluwa in Osun State were thrown into shock after a woman jumps into Osun River in Osogbo.
According to an eyewitness, Abdul-Wasiu Ismail, who spoke with Global Times correspondent in",2020-04-01 23:34:28,en,,0.0,0.0,@MBuhari,Ibrahim Zdanlami,"Liberal, (Democrat) Political Theorist........ Always protect Nigeria🇳🇬🇳🇬🇳🇬🇳🇬 interest💪",442.0,793.0,679.0,41.0,0.0,False,,
0.171,0.0,0.829,0.5719,@dejicastle,"@renoomokri @MBuhari Apart from the fact that he loves cows more than human, he also does not have sense.",2020-04-01 23:34:24,en,,0.0,0.0,@renoomokri,Amotekun Ayodeji Adewusi,,513.0,640.0,139.0,29.0,0.0,False,,
0.241,0.043,0.716,0.8442,@princeyusufval,"@APCNigeria @MBuhari this is not what we voted for ooo. @ProfOsinbajo remember you are a pastor sir, we dying of hunger oo
@DONJAZZY is doing millions time better for humanity than ur government. @YulEdochie God bless your generous heart.",2020-04-01 23:34:15,en,,0.0,0.0,@APCNigeria,Yusuf valentine,"I Am a Big Dreamer. Future Entrepreneur, Future Aliko Dangote.
Aliko Dangote my Idol. 
And an Enthusiast of #Arsenalfc",830.0,50.0,309.0,55.0,0.0,False,,
0.0,0.0,1.0,0.0,@Akejuoluwatosi5,@SympLySimi @MBuhari I wonder ooo,2020-04-01 23:34:12,en,,0.0,0.0,@SympLySimi,Akeju oluwatosin,Victory at last 👌💪,14.0,28.0,90.0,11.0,0.0,False,,
0.0,0.296,0.704,-0.5849,@1_Firstlaideete,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct ""the most poorest"" oloyinbo oshi",2020-04-01 23:34:10,en,,0.0,0.0,@BashirAhmaad,"i'll not meet you in court,meet me at the bus stop","people either think i'm a wild coyote (haq) or a sweet, innocent hamster (haq) and while i can be both of those animals, really, i'm a panther guys 😟",149128.0,36141.0,4359.0,4379.0,59.0,False,,
0.274,0.088,0.638,0.8109,@Aliyuab04844902,@MBuhari Good morning sir honorable president  and father to all Nigeria may Allah bless you and guide you from the evil one you deserve I give you all my life my heart and I will never forget you sir. Thanks,2020-04-01 23:32:46,en,,0.0,0.0,@MBuhari,Aliyu abdullahi,Chairman of traditional healers in jos north and special adviser to deputy president of traditional healers in nigeria,44.0,11.0,945.0,204.0,0.0,False,,
0.0,0.122,0.878,-0.6486,@giiwaaa,"@SympLySimi @kasali_v @MBuhari Mrs Gold have you just realise that this light taking things has been the order of the day since 1980's, I hold no grudge cause you were not around then. But these government has made it worse. #StayingSafe",2020-04-01 23:31:47,en,,0.0,0.0,@SympLySimi,@giiwaaa,THEIR IS NO SUBSTITUTE FOR EXPERIENCE IN LIFE,11783.0,1060.0,4988.0,1307.0,3.0,False,,
0.0,0.0,1.0,0.0,@Akunwambada,@Fhojay1 @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari And what was your choice then?,2020-04-01 23:31:42,en,,0.0,0.0,@Fhojay1,Mr Frank,,6.0,18.0,11.0,0.0,0.0,False,,
0.115,0.101,0.783,0.0772,@Uweh_Baridu,"@renoomokri @MBuhari Thank you very much sir....
Acc Name: UWEH Bariduanen
Acc No: 2090099601
Bank: UBA
Acc Type: Savings",2020-04-01 23:31:41,en,,0.0,0.0,@renoomokri,Don-UB Uweh,"Uweh Bariduanen An indigene of Nwebiara In Rivers State Gokana L.G.A. A young computer scientist who is specialized on Compt. HW/SW, CCNA Networking and Web D.",52.0,124.0,175.0,19.0,0.0,False,,
0.271,0.0,0.729,0.6369,@leonardfrake,@renoomokri @MBuhari UBA Bank 2050049316. Your help would really go along way for me. Thank you.,2020-04-01 23:31:20,en,,0.0,0.0,@renoomokri,Leonard Frake™,"Just a simple guy.
A Gentleman.",5751.0,4152.0,1548.0,1583.0,0.0,False,,
0.0,0.167,0.833,-0.34,@vizackk_arinze,@Raidgan @Donald54123205 @s_kay35 @PiusBlazzy @MBuhari 😂😂😂 that's how we'll accidentally summon one beast,2020-04-01 23:31:19,en,,1.0,0.0,@Raidgan,Arinze Emmanuel,"if you only knew the POWER of the dark side 
          - Darth Vader",1162.0,2421.0,44.0,47.0,0.0,False,,
0.174,0.103,0.722,0.3069,@Mykenejo,"This is totally unacceptable, please help retweet till the @Buratai_COAS sees this. 
@NigeriaGov @MBuhari did not declare a shutdown for this to be melted on citizens. https://t.co/6Dgekovzld",2020-04-01 23:30:51,en,NG,0.0,0.0,,Michael Enejo,"A practical person, cool, calm, and collected. Am passionate about equal right for all. I strongly believe in the supremacy of Almighty God above anything.",3208.0,3723.0,398.0,331.0,0.0,False,,
0.0,0.0,1.0,0.0,@ibinwanne,@renoomokri @Joshua_O_Ighalo @MBuhari 2111306038. ECOBANK.,2020-04-01 23:30:50,in,,0.0,0.0,@renoomokri,"Love a Geologist, is natural, (#We #Rock).","Geoconsult, Water & Environmental Services. Borehole drilling, Water treatment, Geotechnical data acquisition, Geophysical survey, Piling, etc. 08099405096.",994.0,108.0,99.0,54.0,1.0,False,,
0.0,0.0,1.0,0.0,@ahmad_abulqadir,@Usoof26 @jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct 🤣🤣🤣,2020-04-01 23:30:47,und,,1.0,0.0,@Usoof26,Ahmad Abdulqadir,"Better life for the children👬👬👬
























Africa can do it 💯💯💯",231.0,14076.0,216.0,305.0,0.0,False,,
0.247,0.127,0.626,0.5742,@Sammykings13,"@burnaboy Buna boy is not Nigeria problem for now abeg, light is our problem @MBuhari give us light, all those attacking Buna boy please use that energy to attack our leaders, we need light and good environment.",2020-04-01 23:30:42,en,,1.0,0.0,@burnaboy,kso,"just here to had fun. all na joke.
Manchester United, Real Madrid, music",1940.0,14100.0,2546.0,2252.0,0.0,False,,
0.0,0.0,1.0,0.0,@AkachukwuKosis2,"@SympLySimi @MBuhari Nepa offices  has been shutdown, but  I still  day wonder  who dey go off light  for office.",2020-04-01 23:30:21,en,,0.0,0.0,@SympLySimi,Akachukwu Kosiso Kingsley,Upcoming world best medical lab scientist,33.0,128.0,75.0,3.0,0.0,False,,
0.0,0.0,1.0,0.0,@AyodeleKazeem5,@renoomokri @MBuhari 2044939238 uba Ogunlayi ayodele kazeem,2020-04-01 23:30:18,tr,,0.0,0.0,@renoomokri,Ayodele Kazeem,,129.0,152.0,91.0,9.0,0.0,False,,
0.0,0.0,1.0,0.0,@Akunwambada,@Abbeynation1 @Emm_Alete @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Asin ehh,2020-04-01 23:30:15,tl,,0.0,0.0,@Abbeynation1,Mr Frank,,6.0,18.0,11.0,0.0,0.0,False,,
0.0,0.22,0.78,-0.5859,@Raidgan,"@vizackk_arinze @Donald54123205 @s_kay35 @PiusBlazzy @MBuhari Guy, buy ice and fire and drink in the song of ice and fire",2020-04-01 23:30:06,en,,1.0,0.0,@vizackk_arinze,THE PAUL,Sage Lord,9449.0,9080.0,399.0,289.0,1.0,False,,
0.136,0.0,0.864,0.296,@osagiemerry,@PDPVanguard @MBuhari @MBuhari said he will share #75 per person at least that is Enough,2020-04-01 23:29:52,en,,0.0,0.0,@PDPVanguard,Half Human Half Oracle ✷,"Medical Director🏅Business Mogul🏅Relationship & Marriage Counsellor💗
 🏅Forex trader📉📈
#Mundësi🎗️ #Nursing💉💊
🏅Match Maker 🏅Retweet is not Cheating 🙄",2592.0,2069.0,502.0,822.0,0.0,False,,
0.0,0.0,1.0,0.0,@samami05,@Kessunberber @Mzr_islem @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari Le Ramadan c'est un mois bien précise jour et heures et minutes est secondes impossibles de changer ça jusqu'à le jour de dernier jugement,2020-04-01 23:29:38,fr,,1.0,0.0,@Kessunberber,yahia.sam,"Au Nom De Dieu le Clément Miséricordieux......... 
PHOTOGRAPHE SANS FRONTIÈRE
TOUT CE QUE JE TWEETE CA ME CONCERNE/JE SUIS CONTRE DE POLITISER CE COMPTE",41256.0,26767.0,1396.0,567.0,2.0,False,,
0.195,0.0,0.805,0.3939,@DaudaDanladino,"@NGRPresident @MBuhari Please how do you know the #Most_Vulnerable?
Are they #RecRuiTeD?",2020-04-01 23:29:33,en,,0.0,0.0,@NGRPresident,Danladino Dauda,"A pLaNnEr, StRaTeGiSt n a pRoJeCt manager",568.0,84.0,347.0,169.0,1.0,False,,
0.0,0.0,1.0,0.0,@MuhammadDanmusa,@MkSerlez @TypicalGamer000 @MBuhari I really don’t,2020-04-01 23:28:58,en,,0.0,0.0,@MkSerlez,DANMUSA,HALA MADRID !! HASTA EL FINAL VAMOS REAL,56844.0,117690.0,986.0,1517.0,16.0,False,,
0.492,0.0,0.508,0.4404,@MkSerlez,@MuhammadDanmusa @TypicalGamer000 @MBuhari Funny,2020-04-01 23:28:48,en,,0.0,0.0,@MuhammadDanmusa,Lady Escobar😍😍❤,Allah First || last born|| Makeup artist|| chocolate 🍫 ❤❤,4282.0,14846.0,3767.0,3824.0,0.0,False,,
0.24,0.135,0.625,0.296,@FreedomOmon,@MBuhari is certainly the worst creature to have ruled Nigeria. May God bless Nigeria. @CIA @realDonaldTrump @realFFK @BabajideOtitoju @officialEFCC @cenbank @channelstv @adeyanjudeji https://t.co/NfCsMrwzo7,2020-04-01 23:28:33,en,,0.0,0.0,@MBuhari,Freedom Omokhua,Sensitive,9141.0,5861.0,165.0,119.0,0.0,False,,
0.0,0.0,1.0,0.0,@Adenuga82466675,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct We are robbed,2020-04-01 23:28:23,en,,0.0,0.0,@BashirAhmaad,Papichimoda,"HRO,enlightenment PR..",2006.0,2130.0,535.0,122.0,0.0,False,,
0.0,0.0,1.0,0.0,@A_s_a_h_d,@SydneySaka @jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Make dem try am first mo see.,2020-04-01 23:28:17,en,,0.0,0.0,@SydneySaka,Abubakar jafar,,228.0,347.0,49.0,29.0,0.0,False,,
0.082,0.304,0.614,-0.936,@Felixwise15,"@renoomokri @mr_kenex @MBuhari It's true

Have been thinking of doing that, but I strongly believe it wunt get to him...my president is incompetent and his personal assistants are worst than devils they will not even allow such tweet get to him.",2020-04-01 23:27:19,en,,0.0,0.0,@renoomokri,Felixwise,"cool and humble guy ,respect other people's feelings
no to fake assholes, loves music ,loves traveling
football lover ,a die hard Manchester united fan.",105.0,26.0,30.0,0.0,0.0,False,,
0.0,0.099,0.901,-0.296,@vizackk_arinze,@Raidgan @Donald54123205 @s_kay35 @PiusBlazzy @MBuhari Ahhhh the missing puzzle. It's to down these 2 then meet our ancestors on the ozer side,2020-04-01 23:27:06,en,,1.0,0.0,@Raidgan,Arinze Emmanuel,"if you only knew the POWER of the dark side 
          - Darth Vader",1162.0,2421.0,44.0,47.0,0.0,False,,
0.0,0.0,1.0,0.0,@EMMY_NGGP,@Khalila26274823 @RuggedyBaba @Customng1 @MBuhari @NGRPresident @ProfOsinbajo @NGRSenate @aishambuhari @jidesanwoolu Amen. #NGGP,2020-04-01 23:26:38,en,,1.0,0.0,@EMMY_NGGP,EMMY NGGP,"Social Media Management
Football 🔥 💯coach and Player #NGGP
Real Estate investor
Entrepreneur
Traveler, Building Brands worldwide 
Lover of God ❤
NaGodGetPower",110.0,640.0,67.0,14.0,0.0,False,,
0.0,0.0,1.0,0.0,@Henrykyle14,@SympLySimi @YulEdochie @MBuhari I tire,2020-04-01 23:25:44,en,,0.0,0.0,@SympLySimi,Henry kyle,,194.0,650.0,433.0,24.0,0.0,False,,
0.041,0.11,0.849,-0.5795,@Nelly21417,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Wonders shall never end!

Bashir please tell the Humanitarian Minister that she must move from City to City, from LGA to LGA, and from Village to Village in all the States in Nigeria to share this money otherwise this process is a sham and a scam.",2020-04-01 23:25:41,en,,0.0,0.0,@BashirAhmaad,#TooBlessed,,39791.0,25516.0,3226.0,3055.0,14.0,False,,
0.0,0.0,1.0,0.0,@meccuno,@Abbeynation1 @Emm_Alete @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari 😅😅,2020-04-01 23:25:36,und,,0.0,0.0,@Abbeynation1,Midas,Realist & Jewish,2399.0,1413.0,409.0,150.0,0.0,False,,
0.444,0.0,0.556,0.4939,@MuhammadDanmusa,@TypicalGamer000 @MkSerlez @MBuhari I don’t care,2020-04-01 23:25:33,en,,1.0,0.0,@TypicalGamer000,DANMUSA,HALA MADRID !! HASTA EL FINAL VAMOS REAL,56844.0,117690.0,986.0,1517.0,16.0,False,,
0.0,0.314,0.686,-0.4939,@MolliesCreates,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Una dey mad,2020-04-01 23:25:01,cy,,0.0,0.0,@BashirAhmaad,🇳🇬 A hommie from the south,Football & FIFA | balanced opinion,49439.0,10228.0,4371.0,4134.0,17.0,False,,
0.0,0.0,1.0,0.0,@adigwu_john,"@lurrenz2015 @Imamofpeace @MBuhari Bro, @MBuhari and Buharists will outlive them all.",2020-04-01 23:24:57,en,,0.0,0.0,@lurrenz2015,John Adigwu,"Leader,  political activist, lover of humanity, motivator, and a teacher, IVLP 2015",20048.0,1341.0,1126.0,932.0,0.0,False,,
0.249,0.0,0.751,0.5106,@Khalila26274823,@EMMY_NGGP @RuggedyBaba @Customng1 @MBuhari @NGRPresident @ProfOsinbajo @NGRSenate @aishambuhari @jidesanwoolu God will keep on helping us,2020-04-01 23:24:46,en,,1.0,0.0,@EMMY_NGGP,Khalila,Khalila 👸,125.0,550.0,254.0,110.0,0.0,False,,
0.279,0.119,0.601,0.4449,@ZakariIsiakao,@renoomokri @MBuhari I can't be poor. Give without making people accept that they are poor.,2020-04-01 23:24:43,en,,0.0,0.0,@renoomokri,Zakari Isiaka Osheku 🇳🇬,Founder/ED 👉@PhciAfrica //Strengthening #PrimaryHealthCare in #Nigeria and #Africa,1641.0,3219.0,1058.0,405.0,1.0,False,,
0.135,0.088,0.777,0.2263,@Oluwaboko,"Dear @BashirAhmaad @toluogunlesi @FemAdesina @GarShehu @ProfOsinbajo @akandeoj @MBuhari @NGRPresident, seriously speaking, y'all are bunch of arindin https://t.co/vP6FpaFNtL",2020-04-01 23:24:41,en,,0.0,0.0,,... 🤔,,4772.0,9504.0,2542.0,2426.0,0.0,False,,
0.0,0.0,1.0,0.0,@Raidgan,@Donald54123205 @vizackk_arinze @s_kay35 @PiusBlazzy @MBuhari The first winter https://t.co/aGiSeYmcOx,2020-04-01 23:24:37,en,,1.0,0.0,@Donald54123205,THE PAUL,Sage Lord,9449.0,9080.0,399.0,289.0,1.0,False,,
